"","ObjectID","Loc_name","Status","Score","Match_type","Match_addr","LongLabel","ShortLabel","Addr_type","Type","PlaceName","Place_addr","Phone","URL","Rank","AddBldg","AddNum","AddNumFrom","AddNumTo","AddRange","Side","StPreDir","StPreType","StName","StType","StDir","BldgType","BldgName","LevelType","LevelName","UnitType","UnitName","SubAddr","StAddr","Block","Sector","Nbrhd","District","City","MetroArea","Subregion","Region","RegionAbbr","Territory","Zone","Postal","PostalExt","Country","CntryName","LangCode","Distance","X","Y","DisplayX","DisplayY","Xmin","Xmax","Ymin","Ymax","ExInfo","IN_Address","IN_Address2","IN_Address3","IN_Neighborhood","IN_City","IN_Subregion","IN_Region","IN_Postal","IN_PostalExt","IN_CountryCode","USER_Region","USER_State","USER_Borrower_Name","USER_State_Tracking_Number","USER_Type_of_Assistance","USER_Supplemental_Appropriation","USER_Latest_Agreement_Action","USER_Initial_Agreement_Date","USER_Initial_Agreement_Amount","USER_Date_of_Latest_Agreement_Action","USER_Current_Agreement_Amount","USER_Annual_Interest_Rate____","USER_Annual_Fee_Rate____","USER_Annual_Finance_Charge____","USER_Upfront_Fees","USER_Repayment_Period__Years_","USER_Includes_Additional_Subsidy_","USER_Additional_Subsidy_Amount","USER_Green_Project_Reserve__GPR__Total","USER_Hardship_Disadvantaged_Community_","USER_Programmatic_Finance_","USER_Sponsorship_Lending_","USER_Sponsorship_Lending__Implementing_Partner","USER_Conduit_Finance_","USER_Subagreements_To_Date","USER_Total_Non_SRF_Co_funding","USER_Non_SRF_Co_funding___Federal","USER_Non_SRF_Co_funding___State","USER_Non_SRF_Co_funding___Local","USER_Project_Name","USER_Project_Description","USER_Project_Needs_Categories","USER_Facility_Name","USER_NPDES_Permit_Number","USER_Population_Served_by_Project","USER_Project_Start","USER_Project_Completion_Date","USER_Affected_Waterbody_Designation","USER_CWA_Compliance_Objective","USER_Designated_Water_Use___Protect","USER_Designated_Water_Use___Restore","USER_Improvement_or_Maintenance_of_Receiving_Waterbody_","USER_Linked_Assistance_Agreement_","USER_Linked_Assistance_Agreement___State_Tracking_Number","geometry"
"212",212,"World","M",98.01,"A","City of Albemarle, North Carolina","City of Albemarle, NC, USA","City of Albemarle","Locality","City","City of Albemarle","City of Albemarle, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Albemarle","","Stanly County","North Carolina","NC","","","","","USA","United States","ENG",0,-80.19207,35.36001,-80.19207,35.36001,-80.25207,-80.13207,35.30001,35.42001,"","Albemarle, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Albemarle, City of","CS370522-04","Loan","Not Applicable","Final Agreement",2013-05-02,4113000,2015-02-09,3388601,0,NA,0,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Sanitary Sewer Rehab, Phase I","(1) Dig and replace 5,220 linear feet (l.f.) of 36-inch gravity sewer; (2) Cured-In-Place-Pipe (CIPP) 850 l.f. of 36-inch gravity sewer; (3) Dig and replace 3,940 l.f. of 24-inch gravity sewer(west side of creek);  (4) CIPP 1,090 l.f. of 24-inch gravity sewer (west side of creek); (5) Replace 39 manholes along the 36-inch line and the west side 24-inch line; (6) Dig and replace 3,550 l.f. of 24-inch gravity sewer (east side of creek); and (7) Replace 20 manholes along east side 24-inch line.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $3,388,601.00",NA,"NC0024244",0,2014-01-06,2014-11-30,"Impaired","Achieve Compliance",NA,"Class C: Secondary","Improvement","No",NA,c(1644597.49366105, 588085.996503343)
"213",213,"World","M",95.61,"A","City of Lenoir, North Carolina","City of Lenoir, NC, USA","City of Lenoir","Locality","City","City of Lenoir","City of Lenoir, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Lenoir","","Caldwell County","North Carolina","NC","","","","","USA","United States","ENG",0,-81.52701,35.90574,-81.52701,35.90574,-81.60801,-81.44601,35.82474,35.98674,"","Lenoir, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Lenoir, City of","CS370393-04","Loan","Not Applicable","Final Agreement",2013-04-09,4170000,2016-10-27,4093662,0,NA,0,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Gunpowder Creek WWTP Improvements","The proposed project includes: (1) a new 900,000-gallon sequencing batch reactor (SBR); (2) replacement of diffusers and equipment; (3) blower line repairs; (4) SCADA, instrumentation, controls, and other electrical equipment; and (5) piping and valves improvements.","Centralized Wastewater Treatment - Secondary Treatment: $4,093,662.00",NA,"NC0023736",0,2014-07-28,2016-04-18,"Impaired","Achieve Compliance","Water Supply IV (WS-IV): Primary",NA,"Improvement","No",NA,c(1251718.99636254, 794110.786917451)
"214",214,"World","M",96.86,"A","City of Shelby, North Carolina","City of Shelby, NC, USA","City of Shelby","Locality","City","City of Shelby","City of Shelby, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Shelby","","Cleveland County","North Carolina","NC","","","","","USA","United States","ENG",0,-81.54164,35.28893,-81.54164,35.28893,-81.61064,-81.47264,35.21993,35.35793,"","Shelby, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Shelby, City of","CS370502-05","Loan","Not Applicable","Final Agreement",2013-05-02,10000000,2016-06-30,9396658,0,NA,0,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"First Broad River Wastewater Treatment Plant Upgrades","First Broad River WWTP Upgrades","Centralized Wastewater Treatment - Advanced Treatment: $9,396,658.00","First Broad River Wastewater Treatment Plant, City of Shelby","NC0024538",0,2014-07-21,2016-03-28,"Meeting Standards","Achieve Compliance","Class C: Primary",NA,"Improvement","No",NA,c(1241640.40310234, 569791.206856691)
"215",215,"World","M",96.92,"A","Windsor Township, North Carolina","Windsor Township, NC, USA","Windsor Township","Locality","City","Windsor Township","Township of Windsor, North Carolina","","",21,"","","","","","","","","","","","","","","","","","","","","","","","Township of Windsor","","Bertie County","North Carolina","NC","","","","","USA","United States","ENG",0,-76.92227,35.97122,-76.92227,35.97122,-77.06827,-76.77627,35.82522,36.11722,"OF","Windsor, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Windsor, Town of","CS370703-01","Loan","Not Applicable","Final Agreement",2013-04-09,1146086,2015-02-19,1206469,0,NA,0,0,20,"Yes",548395,0,"No","No","No",NA,"No",0,0,0,0,0,"Collection System Rehabilitation and WWTP Influent Pump Station Replacement","Wastewater treatment plant (WWTP) influent pump station replacement:
Replacement of WWTP Influent Pump Station with a 1,120 GPM duplex pump station with control panel, on-site audible and visual high water alarms, and an on-site generator with automatic transfer switch, telemetry;

Gravity sewer rehabilitation and replacement:
Replacement of approximately 2,040 lf of 8-inch gravity sewer, ten (10) 4-foot diameter manholes, and approximately eleven (11) point repairs; rehabilitation of approximately 754 lf of 8-inch gravity sewer using cured-in-place piping methods, five (5) manholes;

Removal and replacement of pavement, roadways, driveways, and curbs, sedimentation and erosion control devices, and associated appurtenances necessary for the installation of a complete system within and up to the existing right-of-way.
","Centralized Wastewater Treatment - Sewer System Rehabilitation: $1,206,469.00","Town of Windsor Wastewater Treatment Plant","NC0026751",0,2013-09-16,2014-10-31,NA,NA,NA,NA,NA,"No",NA,c(2614765.95080623, 814855.607788693)
"216",216,"World","M",96.48,"A","City of Henderson, North Carolina","City of Henderson, NC, USA","City of Henderson","Locality","City","City of Henderson","City of Henderson, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Henderson","","Vance County","North Carolina","NC","","","","","USA","United States","ENG",0,-78.41576,36.32579,-78.41576,36.32579,-78.45276,-78.37876,36.28879,36.36279,"","Henderson, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Henderson, City of","CS370410-07","Loan","Not Applicable","Final Agreement",2013-04-08,1800000,2018-08-06,1652164,0,NA,0,0,20,"Yes",826082,0,"No","No","No",NA,"No",0,0,0,0,0,"Sandy Creek Pump Station Improvements","The proposed project replaces old equipment and includes (1) a new dry pit, (2) two new non-clog pumps of approximately 2750 gallons per minute capacity each, (3) VFD pump drives, (4) a backup generator, (5) a flow monitoring vault, (6) an influent bar screen, (7) bypass pumping connections, (8) piping and valves, and 
(9) electrical and other related appurtenances.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $1,652,164.00","Sandy Creek Pump Station ",NA,16961,2014-05-01,2015-03-11,"Meeting Standards","Maintain Compliance","Class C: Secondary<br><br>Nutrient Sensitive Waters (NSW): Secondary",NA,"Improvement","No",NA,c(2172118.9037414, 938008.037135149)
"217",217,"World","M",82.52,"A","W Edgecombe St & 5th St, Macclesfield, North Carolina, 27852","W Edgecombe St & 5th St, Macclesfield, NC, 27852, USA","W Edgecombe St & 5th St","StreetInt","","","W Edgecombe St & 5th St, Macclesfield, North Carolina, 27852","","",20,"","","","","","","","","","","","","","","","","","","W Edgecombe St & 5th St","","","","","Macclesfield","","Edgecombe County","North Carolina","NC","","","27852","9656","USA","United States","ENG",0,-77.673984029178,35.753149020371,-77.673984029178,35.753149020371,-77.674984029179,-77.672984029178,35.752149020371,35.754149020371,"SEWER DISTRICT","Edgecombe Water And Sewer District 5",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Edgecombe Water And Sewer District 5","CS370883-01","Loan","Not Applicable","Final Agreement",2013-05-13,1650000,2017-02-10,1524708,0,NA,0,0,20,"Yes",550000,0,"No","No","No",NA,"No",0,0,0,0,0,"Highway 33 & Logsboro Road Wastewater Collection and Transport System Improvement Project","The proposed project includes (1) installation of approximately 20,655 linear feet (l.f.) of 8-inch PVC gravity sewer; (2) installation of approximately 15,000 l.f. of 6-inch sewer force main; (3) installation of approximately 70 sanitary sewer manholes; (4) installation of two duplex 180 gallon-per minute submersible wastewater pump stations with standby power; (5) installation of approximately 228 sanitary sewer service connections; and (6) construction of miscellaneous appurtenances and associated site work.","Centralized Wastewater Treatment - New Collector Sewers: $1,524,708.00",NA,NA,515,2015-05-01,2016-12-01,"Meeting Standards","Not Applicable",NA,NA,"Improvement","No",NA,c(2393423.46013296, 731670.750157317)
"218",218,"World","M",98.39,"A","Town of Pine Knoll Shores, North Carolina","Town of Pine Knoll Shores, NC, USA","Town of Pine Knoll Shores","Locality","City","Town of Pine Knoll Shores","Town of Pine Knoll Shores, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","Town of Pine Knoll Shores","","Carteret County","North Carolina","NC","","","","","USA","United States","ENG",0,-76.82448,34.6968,-76.82448,34.6968,-76.85248,-76.79648,34.6688,34.7248,"","Pine Knoll Shores, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Pine Knoll Shores, Town of","CS370717-01","Loan","Not Applicable","Final Agreement",2013-05-13,419000,2014-09-10,315392,0,NA,0,NA,20,"No",0,315392,"No","No","No",NA,"No",0,0,0,0,0,"East End Drainage Project","Stormwater BMP that may collect up to 600,000 gallons per day of stormwater and trasfet it to irrigation ponds at te Bogue Banks Country Club for beneficial reuse","Stormwater - Gray Infrastructure: $315,392.00",NA,NA,0,2014-02-17,2014-05-29,NA,NA,NA,NA,NA,"No",NA,c(2653860.10565004, 351749.991965878)
"219",219,"World","M",98.01,"A","City of Albemarle, North Carolina","City of Albemarle, NC, USA","City of Albemarle","Locality","City","City of Albemarle","City of Albemarle, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Albemarle","","Stanly County","North Carolina","NC","","","","","USA","United States","ENG",0,-80.19207,35.36001,-80.19207,35.36001,-80.25207,-80.13207,35.30001,35.42001,"","Albemarle, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Albemarle, City of","CS370522-03","Loan","Not Applicable","Initial Agreement",2013-03-15,3664395,2013-03-15,3664395,2,NA,2,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"WWTP Headworks Improvements","The construction of new screenings and grit removal equipment","Centralized Wastewater Treatment - Advanced Treatment: $3,664,395.00",NA,"NC0024244",0,2015-02-23,NA,NA,NA,NA,NA,NA,"No",NA,c(1644597.49366105, 588085.996503343)
"220",220,"World","M",95.71,"A","City of Raleigh, North Carolina","City of Raleigh, NC, USA","City of Raleigh","Locality","City","City of Raleigh","City of Raleigh, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Raleigh","","Wake County","North Carolina","NC","","","","","USA","United States","ENG",0,-78.64412,35.83218,-78.64412,35.83218,-78.79812,-78.49012,35.67818,35.98618,"","Raleigh, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Raleigh, City of","CS370419-18","Loan","Not Applicable","Initial Agreement",2013-03-15,27638450,2013-03-15,27638450,2,NA,2,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Neuse River WWTP Expansion to 75 MGD, Phase III","This phase of the project includes construction of additional primary clarifiers, replacement of old primary clarifiers, improvements to existing BNR basins, odor control at the plant, primary solids pump station and primary effluent splitter box.","Centralized Wastewater Treatment - Advanced Treatment: $27,638,450.00","Neuse River WWTP","NC0029033",0,2013-11-15,2018-09-27,"Impaired","Maintain Compliance",NA,NA,"Improvement","No",NA,c(2105487.91142253, 757999.089576241)
"221",221,"World","M",95.71,"A","City of Kinston, North Carolina","City of Kinston, NC, USA","City of Kinston","Locality","City","City of Kinston","City of Kinston, North Carolina","","",19,"","","","","","","","","","","","","","","","","","","","","","","","City of Kinston","","Lenoir County","North Carolina","NC","","","","","USA","United States","ENG",0,-77.59379,35.27478,-77.59379,35.27478,-77.66279,-77.52479,35.20578,35.34378,"","Kinston, City of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Kinston, City of","CS370527-07","Loan","Not Applicable","Amendment",2013-02-12,775000,2015-06-17,736135,2,NA,2,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Lenoir County Industrial Park Sanitary Sewer Improvements","The proposed project includes construction of a new 1,090 gallons per minute (gpm) lift station, approximately 1,476 linear feet (LF) of 18-inch gravity sewer line, approximately 18,570 LF of 14-inch forcemain, and approximately 2,200 LF of 4-inch forcemain.","Centralized Wastewater Treatment - New Collector Sewers: $736,135.00",NA,NA,0,2014-09-08,2015-09-03,"Meeting Standards","Maintain Compliance","Water Supply IV (WS-IV): Secondary<br><br>Nutrient Sensitive Waters (NSW): Secondary",NA,"Maintenance","No",NA,c(2419681.42905578, 557905.114589418)
"222",222,"World","M",100,"M","Moore County, North Carolina","Moore County, NC, USA","Moore County","Locality","County","Moore County","North Carolina"," "," ",10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Moore County","North Carolina","NC"," "," "," "," ","USA","United States","ENG",0,-79.481319873856,35.31065596784,-79.481319873856,35.31065596784,-79.768319873856,-79.194319873856,35.02365596784,35.59765596784," ","Moore County",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Moore County","CS370496-04","Loan","Not Applicable","Amendment",2013-02-12,1100000,2016-08-12,1096722,2,NA,2,NA,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Lift Station 3-4 Rehabilitation","Construction of a new 2,200 GPM triplex grinder pump station with three (3) 1,400 GPM pumps on variable frequency drives, jet aerator pump, flow meter, 300kw backup generator, yard pipe, on-site audible and visual alarms, telemetry, removal and replacement of pavement, roadways, driveways and curbs, sedimentation and erosion control devices, and associated appurtenances necessary for the installation of a complete system within and up to the existing right-of-way. Demolition of the existing Lift Station 3-4.","Centralized Wastewater Treatment - Sewer System Rehabilitation: $1,096,722.00",NA,"NC0037508",10000,2013-12-16,2015-01-22,NA,NA,"Water Supply III (WS-III): Secondary",NA,"Improvement","No",NA,c(1856409.81593075, 568337.692678171)
"223",223,"World","M",96.92,"A","Newport Township, North Carolina","Newport Township, NC, USA","Newport Township","Locality","City","Newport Township","Township of Newport, North Carolina","","",21,"","","","","","","","","","","","","","","","","","","","","","","","Township of Newport","","Carteret County","North Carolina","NC","","","","","USA","United States","ENG",0,-76.8637,34.7946,-76.8637,34.7946,-76.9427,-76.7847,34.7156,34.8736,"OF","Newport, Town of",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Newport, Town of","CS370691-02","Loan","Not Applicable","Final Agreement",2013-02-12,8053304,2016-07-07,8053304,2,NA,2,0,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Wastewater Treatment Plant Expansion","Demolition of the existing grit chamber, oxidation ditch, chlorine contact basin, post-aeration basin, sludge drying beds, and various buildings including the sludge dewatering building and the office and laboratory; and installation of the new 1.2 MGD Town of Newport Wastewater Treatment plant, consisting of a headwork structure, including a Parshall flume flow meter, a 3.0 MGD peak flow mechanical bar screen with screenings compactor, a manual bypass bar screen, a 3.0 MGD peak flow vortex grit removal system with grit classifier/disposal system with 250 gpm grit pump, and an influent pump station consisting of two (2) 2,084 gpm vertical turbine pumps and one (1) 833 gpm vertical turbine pump; aeration basin distribution box; dual oxidation ditches, with each ditch consisting of a 0.17 MG anoxic zone with a 5 Hp mixer, a 0.53 MG aerobic oxidation ditch with dual 30 Hp surface aerators; clarifier distribution box; dual 50-foot diameter, 14-foot side water depth clarifiers, each with a scum pit and a 20 gpm scum pump; a RAS/WAS Pump Station with dual 1,250 gpm pumps; dual disk filters, each filter having 4-cloth disks; a 65,000 gallon chlorine contact basin using liquid sodium hypochlorite; a 12,000 gallon post-aeration basin using diffusers and a 175 scfm blower; dechlorination using metabisulfite; effluent pump station with dual 2,083 gpm pumps; conversion of the two (2) existing 30-foot diameter (61,000 gallon each) clarifiers to sludge gravity thickeners; replacement of dual 80 gpm sludge transfer pumps (existing WAS pump station converted to a sludge transfer pump station); a 150 gpm sludge transfer pump installed in the existing 150,000 gallon aerobic digester; a 50 x 65 Bio-stabilization Building, consisting of the existing 1.5 meter sludge belt press rated at approximately3,300 dry pounds/hour, sludge transfer screw auger, a twin-screw sludge/lime mixer, a sulfamic acid feeder system, a sludge feed piston pump, a Class A insulated sludge reactor rated at 3,260 lbs/hour, and an ammonia scrubber; a 1,500 ft3 Lime storage silo with lime screw conveyer; a 80 x 65 Biosolids Storage Covered Area, a 67 x 50 Office/Laboratory/ Maintenance Building; two automatic refrigerated samplers (influent and effluent); a 450 kW emergency generator; and yard piping and appurtenances, electrical controls, instrumentation, and site work.","Centralized Wastewater Treatment - Advanced Treatment: $8,053,304.00",NA,"NC0021555",4150,2013-09-20,2015-06-25,"Meeting Standards","Achieve Compliance","Class SA: Primary",NA,"Improvement","No",NA,c(2641308.34390847, 387078.109093733)
"224",224,"World","M",100,"M","Stanly County, North Carolina","Stanly County, NC, USA","Stanly County","Locality","County","Stanly County","North Carolina"," "," ",10," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Stanly County","North Carolina","NC"," "," "," "," ","USA","United States","ENG",0,-80.250865467306,35.311906269056,-80.250865467306,35.311906269056,-80.454865467306,-80.046865467306,35.107906269056,35.515906269056," ","Stanly County",NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,"Region 4","North Carolina","Stanly County","CS370834-02","Loan","Not Applicable","Initial Agreement",2013-02-12,1658000,2013-02-12,1658000,NA,NA,0,NA,20,"No",0,0,"No","No","No",NA,"No",0,0,0,0,0,"Tarheel Challenge Academy/ NC Highway Sewers","This project includes construction of (1) approximately 144 gallons per minute duplex sanitary sewer pump station, (2) approximately 650 linear feet of new 8-inch gravity sewer, (3) five new air release valves, and (4) approximately 9100 linear feet of new 4-inch force main that discharges directly to Badin Wastewater Treatment Plant. ","Centralized Wastewater Treatment - New Collector Sewers: $1,658,000.00",NA,"NC0074756",45,NA,NA,"Meeting Standards","Maintain Compliance","Water Supply IV (WS-IV): Primary",NA,"Improvement","No",NA,c(1626848.58165664, 570795.63518716)
